obsid,ra_obs,dec_obs,snru,snrg,snrr,snri,snrz,objtype,z,z_err,magtype,mag1,mag2,mag3,mag4,mag5,mag6,mag7,tsource,ra,dec,teff,teff_err,logg,logg_err,feh,feh_err,rv,rv_err,ra_epoch2000,dec_epoch2000,source_id,ra_x,ra_error,dec_x,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,visibility_periods_used,ruwe,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected,angDist,l,b,x,y,vx,vy,vz,r,theta,phi,vr,vtheta,vphi,R,T,vR,vT,Vtot
150514212,253.39727,46.948752,2.48,31.37,63.25,89.92,62.95,None,2.1455730986101,3.46573E-05,None,13.95,13.2,12.9,14.46,13.45,11.7,11.2,None,253.39727,46.948752,5075.15,144.34,2.761,0.237,-1.133,0.14,-135.26,10.39,253.3972618864,46.94874887818,1.40780926366213E+018,253.39722591638,0.0089,46.9486530269,0.0094,0.2949,0.01,29.5847,22.263,-5.525,0.012,-21.567,0.013,379.35,0.023,0.5155,31,25,1.044,100551,13.4722,13.181397,47072.5,36.2068,13.656624,76497.7,12.538775,1.117849,-131.76,2.55,9,4750,2,1.64332533972189E+017,1.23766557144259E+018,,0.002759,0.002912,0.003796,13.181397,0.002759,100551,0.022889,72.8477339621099,39.2001567267959,-0.774974532681791,2.51094170013255,313.004857555091,-157.998481067894,71.72590668725,8.12583306365714,1.30388629566028,0.326099738398021,256.103150741994,-4.32378837322294,-249.943146831994,2.6258965072431,1.27379654930149,-347.052760508676,-49.15556963739,550.456743339937
150602135,179.732029,33.741346,2.33,20.1,39.95,56.91,42.88,None,1.9239327368989,3.93606E-05,None,13.08,12.6,12.34,13.53,12.79,11.25,10.82,None,179.732029,33.741346,5126.35,319.49,2.66,0.497,-1.216,0.296,24.12,11.8,179.73201702416,33.74133195055,4.02800793436122E+018,179.73208532334,0.0103,33.74116769704,0.0104,0.5059,0.014,36.2224,39.104,12.779,0.01,-36.957,0.012,582.7,0.074,6.958,31,19,1.046,180913,62.7495,12.543695,91165.2,48.7646,12.938969,128686,11.97407,0.964899,39.51,1.75,5,5000,3,1.4849179732101E+017,1.23766512693143E+018,,0.002781,0.00285,0.003832,12.543695,0.002781,180913,0.061995,179.417391636101,76.9076809619654,0.447734780329814,0.004552918573236,253.707765456939,-257.559806078746,59.6576181706286,8.85946360516462,1.35173345480876,0.000526486793157,260.475064778158,-3.11980673794645,-257.693344164123,0.453584390205795,3.13157881198037,-253.85397294261,-257.171274583604,557.858281372268
150602205,179.650422,33.641516,5.19,42.22,87.39,133.8,113.16,None,3.53010601034177,2.76191E-05,None,13.07,12.36,11.99,13.63,12.65,10.74,10.16,None,179.650422,33.641516,4590.2,69.22,1.351,0.114,-1.621,0.067,-1.64,8.28,179.65042044493,33.64151025036,4.02800542610032E+018,179.65036803583,0.01,33.64146177992,0.0093,0.2757,0.013,21.1804,14.674,-9.817,0.01,-10.906,0.011,717.1,0.072,8.182,31,20,1.113,221736,67.2607,12.322775,98679.9,75.5251,12.85297,176081,11.633616,1.219354,4.85,0.93,9,5500,3.5,,1.23766512693137E+018,,0.002775,0.002911,0.003837,12.322775,0.002775,221736,0.021217,179.945294605032,76.8915676335672,0.822613507945979,0.000785422781848,-66.8070000135949,-242.802535642029,-15.4910728646393,9.6895273559685,1.19761356023478,8.70504736983964E-05,-67.878696827699,-9.93308863184847,-242.796719141086,0.833337041225124,3.14066644841103,66.7749895890428,-242.553024446064,479.874374528026
150608168,181.602032,34.770196,6.17,24.65,240.54,329.2,266.54,None,0.092856960779289,7.65863E-05,None,12.29,11.24,11.04,12.67,11.61,9.74,9.27,None,181.602032,34.770196,4326.74,160.09,1.77,0.255,-2,0.151,-21.29,22.96,181.60203031907,34.77019035812,4.02963679211752E+018,181.6017011805,0.016,34.77025051698,0.0152,10.5165,0.0217,484.1193,62.321,-60.833,0.016,13.536,0.018,1305.57,0.155,35.6,31,19,1.148,558067,320.353,11.320651,243674,375.45,11.871517,449690,10.615611,1.255906,-9.88,0.53,6,5000,4.5,1.49721816017785E+017,1.23766502490387E+018,,0.002825,0.003253,0.003985,11.320651,0.002825,558067,0.02091,171.771724903118,77.7018525395514,0.020045274286103,0.002898666499505,-26.5982143790048,-7.15285102968957,-5.51850011598224,8.2205708046029,1.55949436256052,0.000352633870329,-26.6614861180535,5.2247144749663,-7.14347115387282,0.020495134823654,3.00006850970078,26.5846791507646,-6.90695325865132,240.688363825667
150612012,183.004739,37.005528,1.48,32.57,74.16,117.31,101.32,None,1.55499827809933,3.39235E-05,None,12.04,11.39,11.05,12.58,11.7,9.91,9.38,None,183.004739,37.005528,4847.88,136.43,2.305,0.224,-1.248,0.132,12.64,10.17,183.00473613045,37.00552749647,4.03038745361733E+018,183.00454678478,0.0141,37.00542161442,0.0218,0.6264,0.025,25.0809,41.533,-34.022,0.016,-23.823,0.026,930.78,0.123,19.21,31,16,1.026,532649,208.935,11.371264,249374,193.382,11.846414,405468,10.728004,1.11841,17.49,0.89,3,4750,4.5,,1.23766481821375E+018,,0.002788,0.002914,0.003819,11.371264,0.002788,532649,0.008446,160.620694136804,77.0818877386951,0.336673066132473,0.118424639828733,-143.264946705677,-279.600442754046,-9.69372383834184,8.67813389531242,1.39051793575503,0.013871568354721,-146.484434858821,-16.8376824806689,-277.586297001144,0.361329539564155,2.8077048396583,139.365480868389,-281.305275036958,530.311089860565
150613208,183.191368,35.725556,1.02,15.84,45.83,70.03,57.6,None,3.38606480136426,4.53647E-05,None,13.4,12.62,12.51,13.66,12.88,11.25,10.76,None,183.191368,35.725556,4677.11,167.04,1.239,0.26,-2.259,0.156,-7.31,13.6,183.19138375183,35.72556486105,4.0294111860759E+018,183.1913602732,0.009,35.72547032251,0.0109,0.2888,0.0127,22.6662,21.699,-4.289,0.01,-21.271,0.012,497.74,0.049,2.786,31,19,0.988,168787,56.8906,12.61902,82030.5,51.7258,13.053603,124889,12.006584,1.047019,-6.35,1.17,9,6000,3.5,1.50871831913831E+017,1.2376650259782E+018,,0.00278,0.002873,0.003808,12.61902,0.00278,168787,0.056008,164.313345970537,78.0979550296308,0.687526602529951,0.193082224053809,97.0461045168215,-340.464803769123,39.0951712331603,9.5134148389649,1.20665625609643,0.021721662771083,97.6725647190263,-4.60451717443235,-342.492323054623,0.724026909799064,2.8716668260352,-104.423275070693,-338.021383943723,584.04605260308
150615093,180.465954,36.724418,4.9,29.13,65.96,95.6,74.43,None,2.26268204964974,4.47643E-05,None,12.66,12.27,12.02,13,12.39,11.11,10.77,None,180.465954,36.724418,5532.05,127.04,3.042,0.208,-1.554,0.123,103.91,13.42,180.46594755011,36.7244166512,4.03313337653266E+018,180.46583606697,0.0106,36.72436923208,0.0132,0.4281,0.0168,25.459,22.761,-20.105,0.012,-10.669,0.015,354.48,0.051,2.969,31,18,0.939,230733,85.2746,12.279592,123118,91.5597,12.612736,155556,11.768178,0.844558,110.79,1.72,4,5750,4.5,1.5207180465891E+017,1.23766433718056E+018,,0.002784,0.002905,0.003856,12.279592,0.002784,230733,0.019234,167.405031553666,75.7856314560343,0.559779364938819,0.125073899265211,-144.178785404261,-205.299792216567,-24.1816515774471,9.0485813031424,1.31786027367262,0.014277231835645,-148.467899938827,-13.3914428094006,-203.220464471295,0.580276261350156,2.92436607306024,141.225781734954,-207.081732640402,460.482705733742
150708092,182.516662,35.402045,1.82,11.98,122.15,194.91,162.63,None,0.212723717950966,2.63849E-05,None,14.69,13.34,13.08,15.14,13.86,11.56,10.93,None,182.516662,35.402045,4310.81,146.59,3.076,0.233,-1.713,0.139,-7.26,7.91,182.51668307477,35.40208174655,4.0297724486599E+018,182.51655817286,0.0315,35.40206960536,0.0308,4.5939,0.0466,98.6537,23.069,-22.907,0.032,-2.732,0.038,2877.24,0.335,85.79,31,19,3.07,84789.8,17.1411,13.366508,31966.1,30.5076,14.076818,75694.4,12.550236,1.526582,3.23,3.57,6,4000,3,1.50481825165593E+017,1.23766512907996E+018,,0.002764,0.002976,0.003874,13.366508,0.002764,84789.8,0.146029,167.23565947745,77.9057335961457,0.044481342730785,0.010076804165998,-19.3059856878822,-13.5081763042905,-3.3845723444053,8.24723460250647,1.54498500530819,0.001222247795734,-19.4035818767642,2.89196168327421,-13.4845695218529,0.04620218491129,2.92190010688741,19.2786806463265,-13.2764865993089,246.273482520819
150807087,229.418877,52.835528,1.89,20.99,62.13,84.75,69.67,None,3.26765229169362,2.15816E-05,None,13.58,12.76,12.47,14.15,13.03,11.25,10.7,None,229.418877,52.835528,4770.72,176.56,1.869,0.276,-1.276,0.164,-247.75,6.47,229.41888649442,52.83552526587,1.59900175577173E+018,229.41885396846,0.0101,52.8354768817,0.0105,0.2434,0.0118,20.6828,11.75,-4.421,0.014,-10.886,0.016,617.29,0.077,6.646,31,27,1.071,144675,32.4938,12.786382,65971.1,42.4719,13.290158,112528,12.119748,1.17041,-241.08,1.39,14,5500,3.5,1.71402294189693E+017,1.23765534727805E+018,,0.002766,0.002876,0.003803,12.786382,0.002766,144675,0.022874,86.5263207145726,52.6774142947704,-0.15092784617044,2.48639272454646,134.737020533315,-150.274637890886,107.841633396156,9.03572106236518,1.20082768124251,0.299605694271535,117.664318769157,-70.0267173541344,-183.347098949378,2.49037558683625,1.51414538693462,-173.022539166491,-103.566802257853,444.958337836954
150812015,229.096054,56.147516,4.8,55.34,121.32,187.9,163.64,None,2.13762891802202,2.26156E-05,None,12.32,11.7,11.4,12.85,11.96,10.28,9.68,None,229.096054,56.147516,4771.78,46.22,1.869,0.076,-1.289,0.044,-159.09,6.78,229.09605997457,56.14751355642,1.60089910482065E+018,229.09602501935,0.0094,56.14751482702,0.0093,0.3642,0.0101,36.1935,4.391,-4.381,0.011,0.286,0.012,954.75,0.087,12.46,31,30,1.012,372684,55.9436,11.759015,169682,77.9622,12.264454,290580,11.089733,1.174721,-157.3,0.66,19,5000,3,,1.2376686020705E+018,,0.00276,0.002834,0.0038,11.759015,0.00276,372684,0.014864,91.2833052677166,51.1294355646402,0.038591221741465,1.72269562694245,-33.400975848283,-36.49375673871,28.6105737253151,8.68400867577004,1.322069712603,0.206130773289339,-31.8859511512931,-37.6101786294311,-28.8848746006165,1.72327427143092,1.596952426999,25.2660022037842,-42.3054231910327,264.378888349834
151102084,191.632858,31.828929,15.45,73.89,122.34,161.12,122.88,None,2.27150334813845,1.89131E-05,None,13.22,12.56,12.25,13.69,12.81,11.11,10.64,None,191.632858,31.828929,4948.66,30.68,2.581,0.051,-1.032,0.029,-35.73,5.67,191.63291737351,31.82895246541,1.51366773492313E+018,191.63282846595,0.0129,31.82889607659,0.0117,0.4386,0.0171,25.5727,21.209,-16.996,0.016,-12.687,0.019,450.86,0.076,6.446,31,15,1.084,179619,49.2948,12.551487,85154.6,55.4695,13.013021,135227,11.920235,1.092787,-30.53,1.42,9,5000,3,1.46191916330915E+017,1.2376652262342E+018,,0.002771,0.002878,0.003844,12.551487,0.002771,179619,0.200289,135.432125521875,85.1796933026202,0.136491891563207,0.134448417447117,-82.1248890127468,-213.876995903652,7.69918924881119,8.64157299617579,1.30476383071156,0.016126299193891,-80.5307622752436,-29.9167835028535,-212.524873215012,0.196545783891994,2.38836060731032,78.658544037825,-214.918051966602,451.826121527455
151103104,192.149177,33.890521,2.47,18.48,30.22,49,39.64,None,3.43279393788556,3.67254E-05,None,13.65,13.04,12.71,14.1,13.28,11.54,11.02,None,192.149177,33.890521,4740.25,349.38,1.978,0.542,-1.569,0.324,-101.54,11.01,192.14918567307,33.89051945061,1.51505449396342E+018,192.14909237342,0.0135,33.89046154838,0.0147,0.2892,0.0177,16.3801,21.758,-17.426,0.017,-13.028,0.021,487.96,0.084,6.652,31,18,0.978,122117,34.8823,12.970428,57874.3,39.3444,13.432327,91940,12.339133,1.093194,-97.28,1.47,10,6500,3.5,1.48661921491739E+017,1.23766502383393E+018,,0.002773,0.002886,0.003812,12.970428,0.002773,122117,0.026512,127.925316362892,83.2101621211722,0.251268442981299,0.322474471246734,-126.549640181444,-332.717352852653,21.8959526999092,9.1278302293397,1.1851433520647,0.038138429468523,-120.690159667248,-72.6226060488764,-327.650172286631,0.415288504807194,2.25253857998013,113.770358273481,-337.045091304146,572.934431436616
151104065,193.732321,33.664281,15.55,67.4,120.89,155.81,123.79,None,1.62696327094976,2.65517E-05,None,12.14,11.52,11.19,12.61,11.74,10.11,9.66,None,193.732321,33.664281,4992.34,34.01,2.223,0.056,-1.601,0.032,-22.23,7.96,193.73229935451,33.66427157832,1.51555992571503E+018,193.7321214737,0.0156,33.66420742792,0.0149,0.6105,0.0224,27.278,36.304,-33.311,0.017,-14.434,0.024,810.67,0.119,22.29,31,17,0.983,464531,102.726,11.51983,225484,92.4495,11.955753,343093,10.909367,1.046387,-10.07,0.66,10,5000,4.5,,1.23766502383452E+018,,0.002766,0.002825,0.003806,11.51983,0.002766,464531,0.07319,116.578675961018,83.4208481754374,0.083970797691151,0.167841802679811,-154.765255902153,-235.050034965572,16.2546720899637,8.44394282596886,1.37687528317732,0.020258260869308,-153.374216731685,-46.6793646893754,-231.866744204122,0.189918719176619,2.05787741283183,149.966437077417,-237.881337509889,488.835576754948
151113076,195.84776,33.812404,3.36,55.3,132.58,180.12,154.82,None,2.90346533066865,1.93801E-05,None,12.5,11.73,11.37,13.09,12.02,10.05,9.46,None,195.84776,33.812404,4514.97,44.44,1.63,0.073,-1.101,0.043,-18.29,5.81,195.84775700354,33.81242476173,1.46753975180506E+018,195.84773714011,0.017,33.81240704869,0.0104,0.3417,0.0221,15.4347,5.447,-3.713,0.018,-3.985,0.015,2701.08,0.156,45.87,31,22,1.514,386812,81.5144,11.718616,168067,94.2247,12.274835,313669,11.006718,1.268117,-14.81,0.45,14,5000,3,,1.23766512747414E+018,,0.002765,0.002856,0.003796,11.718616,0.002765,386812,0.075278,102.602801725273,82.837895394701,0.079611938827327,0.356081549998874,-11.3228113325522,-74.1931680243715,8.78005792678943,8.78124672971544,1.23378119164437,0.042980547785067,-10.783577763027,-13.074235843398,-73.6381382236255,0.366884272280262,1.81420166378065,8.12443181624158,-74.355684482598,305.954320942478
151303101,249.61597,46.691957,24.43,102.89,174.59,296.56,269.13,None,2.44195513329585,2.24155E-05,None,12.16,11.28,10.98,12.68,11.59,9.74,9.16,None,249.61597,46.691957,4663.92,25.75,1.467,0.042,-1.765,0.024,-254.96,6.72,249.6159793541,46.69195435485,1.4071572189071E+018,249.61594655162,0.0089,46.69188777858,0.0102,0.2732,0.01,27.2739,15.812,-5.062,0.012,-14.98,0.014,751.28,0.075,9.046,31,28,0.811,563263,129.957,11.310589,250219,186.087,11.842741,449035,10.617194,1.225547,-236.32,0.91,10,4750,4.5,,1.23765171533539E+018,,0.002767,0.002905,0.00381,11.310589,0.002767,563263,0.024984,72.625733281907,41.7946252831339,-0.814886112429675,2.60440330873789,222.481497153251,-141.322668385528,76.2121601224464,8.20206228292595,1.26880580000817,0.339038833732677,178.112412992964,-24.3314717738592,-207.270915525037,2.72669996670217,1.27014781247779,-256.743350703932,-59.0407481491717,480.095055420185
151303149,250.584364,46.55572,7.19,33.41,47.88,74.81,59.52,None,2.37832366330963,3.14551E-05,None,13.49,12.86,12.66,13.88,13.08,11.52,11.08,None,250.584364,46.55572,5134.74,125.52,2.453,0.206,-1.009,0.122,-152.23,9.43,250.5843970759,46.55572369197,1.4069877910374E+018,250.58432656746,0.0095,46.55576626357,0.0117,0.2769,0.0116,23.8795,14.518,-10.909,0.012,9.579,0.015,481.2,0.061,3.849,31,24,1.009,140072,32.8568,12.82149,69469.2,44.6941,13.234061,101122,12.235779,0.998282,-145.28,1.36,10,5000,2.5,1.63862505842918E+017,1.23765495481428E+018,,0.002767,0.002876,0.00381,12.82149,0.002767,140072,0.082952,72.4004457600151,41.137065617502,-0.822393137547843,2.59258163146994,-199.406522650021,-60.911755606895,135.280399423258,8.17282384654254,1.27584142330104,0.337932418782949,-160.003086400601,-189.990589332742,8.64395360509575,2.71771090033774,1.26615312153434,168.008391461636,-123.333001547858,306.251036874975
151305183,250.088937,45.28846,2.34,51.15,93.63,130.68,105.09,None,2.96566876250489,3.39235E-05,None,13.39,12.73,12.46,13.93,13,11.11,10.57,None,250.088937,45.28846,4723.45,54.41,1.479,0.09,-1.798,0.052,-151.59,10.17,250.08895126538,45.28845803255,1.40608313348592E+018,250.0889427171,0.008,45.2884207276,0.0088,0.2238,0.0094,23.8265,8.502,-1.353,0.011,-8.394,0.011,458.35,0.031,1.243,31,23,0.951,168991,32.8575,12.617709,76404.2,74.2407,13.13075,132076,11.945835,1.184915,-140.59,1.35,9,5000,3,,1.23765171479911E+018,,0.002763,0.002983,0.003803,12.617709,0.002763,168991,0.036818,70.7300301915741,41.5262532019978,-1.10397631794059,3.15776625446709,159.56823858329,-79.6099259286782,25.1910834915004,8.31265734032159,1.20642668132071,0.418692352707126,114.946666206058,16.8873990096799,-137.608366783065,3.34221453127093,1.23701197476656,-178.05799384315,-7.6208003912334,387.888736051213
151305238,250.334705,44.929532,1.4,20.9,42.3,55.12,40.3,None,0.868569533593902,3.34898E-05,None,13.25,12.73,12.5,13.6,12.88,11.35,10.96,None,250.334705,44.929532,5205.47,199.73,2.852,0.312,-1.285,0.185,-281.9,10.04,250.33470739716,44.9295363531,1.40601248986379E+018,250.3344059846,0.0093,44.92948337467,0.0109,0.7617,0.011,69.0588,49.471,-48.014,0.012,-11.92,0.014,476.57,0.059,4.16,31,24,0.996,168357,35.5999,12.621789,85504.5,60.8708,13.008571,119143,12.05772,0.950851,-268.92,2.54,6,6000,3.5,1.61912503341316E+017,1.23765171479924E+018,,0.002765,0.002895,0.003801,12.621789,0.002765,168357,0.01682,70.2456903488456,41.361629694306,-0.333041619108855,0.927378405314481,-2.98822808412617,-209.956188236109,225.183595013226,7.96879539188625,1.4617122879958,0.117341176304054,-2.86945678855509,-226.837317221597,-208.162569596715,0.984480126536915,1.22850888901906,-21.5929957683115,-208.607847757507,494.427924898387
151308058,252.939741,45.648335,6.75,52.85,98.91,143.68,108.77,None,1.97318163403172,3.25892E-05,None,13.24,12.61,12.37,13.63,12.86,11.17,10.68,None,252.939741,45.648335,5023.3,46.62,2.356,0.077,-1.873,0.045,-264.1,9.77,252.93974391399,45.64833184153,1.40741928063129E+018,252.93976148999,0.0082,45.64831497704,0.0088,0.3229,0.0092,34.9269,4.695,2.765,0.01,-3.795,0.011,604.87,0.056,4.409,31,28,1.01,176638,34.9219,12.569658,84985.8,51.8807,13.015176,131873,11.947502,1.067674,-252.07,2.61,10,5500,3.5,1.62772529397659E+017,1.23766557036924E+018,,0.002764,0.002868,0.003796,12.569658,0.002764,176638,0.01353,71.1677108109289,39.5223837055399,-0.771135061591743,2.2610168411497,60.9607660296895,6.361710866659,-31.5396153229955,8.01151579970521,1.32224598884234,0.295447976092589,50.5621756574594,45.3797283718444,-11.6637820791069,2.38696987949308,1.24447808353448,-56.4034695171421,24.0833387034457,250.845210516431
151313171,253.39727,46.948752,1.49,25.27,57.41,86.13,69.37,None,2.1455730986101,2.7519E-05,None,13.95,13.2,12.9,14.46,13.45,11.7,11.2,None,253.39727,46.948752,4920.33,149.59,2.272,0.24,-1.222,0.141,-132.24,8.25,253.3972618864,46.94874887818,1.40780926366213E+018,253.39722591638,0.0089,46.9486530269,0.0094,0.2949,0.01,29.5847,22.263,-5.525,0.012,-21.567,0.013,379.35,0.023,0.5155,31,25,1.044,100551,13.4722,13.181397,47072.5,36.2068,13.656624,76497.7,12.538775,1.117849,-131.76,2.55,9,4750,2,1.64332533972189E+017,1.23766557144259E+018,,0.002759,0.002912,0.003796,13.181397,0.002759,100551,0.022889,72.8477339621099,39.2001567267959,-0.774974532681791,2.51094170013255,313.004857555091,-157.998481067894,71.72590668725,8.12583306365714,1.30388629566028,0.326099738398021,256.103150741994,-4.32378837322294,-249.943146831994,2.6258965072431,1.27379654930149,-347.052760508676,-49.15556963739,550.456743339937
151313243,253.710654,46.415225,2.61,27.71,60.15,87.22,68.62,None,2.38502284585376,3.62584E-05,None,13.47,12.86,12.46,13.97,13.11,11.39,10.92,None,253.710654,46.415225,5089.53,147.05,2.648,0.239,-1.313,0.141,-168.01,10.87,253.71065635875,46.41521973954,1.40754596498687E+018,253.71060423079,0.0106,46.41519309663,0.0113,0.2641,0.0123,21.411,10.066,-8.086,0.013,-5.995,0.015,643.5,0.085,8.219,31,26,1.128,139716,31.4376,12.82425,66212.7,39.7651,13.286189,105491,12.18986,1.096329,-165.76,2.4,9,5500,4.5,1.63692537106259E+017,1.23766557144279E+018,,0.002766,0.002865,0.003826,12.82425,0.002766,139716,0.019822,72.1588366959976,38.9879948186603,-0.901710739034694,2.80158328965382,74.4899933358815,-120.006415118265,112.677819861614,8.17246022002569,1.27500202019855,0.366523027106279,58.2264627315004,-100.042390619339,-138.730569451478,2.94090294031108,1.26174786864366,-112.467905472547,-85.0984292268862,391.826195113097
151402151,253.652453,33.458474,6.45,27.42,47.57,59.21,47.49,None,2.56067522849545,3.09547E-05,None,12.98,12.36,11.99,13.45,12.59,10.84,10.35,None,253.652453,33.458474,4555.76,114.34,0.987,0.186,-2.074,0.11,-264.33,9.28,253.65245121555,33.45846696319,1.31453387405131E+018,253.65236091419,0.007,33.45846356346,0.0082,0.2402,0.0093,25.9051,16.968,-16.951,0.009,-0.765,0.011,623.26,0.053,5.024,31,28,0.986,231110,44.817,12.277819,109239,74.4292,12.742595,175148,11.639383,1.103211,-262.61,0.8,13,5500,3.5,,1.23765932656971E+018,,0.002763,0.002887,0.003792,12.277819,0.002763,231110,0.025893,55.6605150248075,37.8586853408466,-1.85415613973325,2.71407159563363,-51.5445983129283,-207.684779509949,257.597627045366,7.35962304490768,1.2162474065281,0.40414924278979,-31.6069906209741,-286.375303857092,-170.683901558614,3.28257739062664,0.973409334898125,-34.1866983020931,-210.983838131402,479.071877582044
151402236,254.837775,33.202697,3.68,19.53,24.87,30.04,25.27,None,1.5661663608873,2.51841E-05,None,13.18,12.63,12.33,13.63,12.82,11.29,10.82,None,254.837775,33.202697,5045.11,192.17,2.424,0.299,-1.018,0.178,25.4,7.55,254.83778426557,33.20269693711,1.31382074197711E+018,254.83775604951,0.0088,33.20263743966,0.0091,0.3837,0.0113,33.9565,14.402,-5.312,0.011,-13.387,0.013,706.06,0.067,6.4,31,28,1.101,178085,31.7404,12.560802,88196.7,57.2927,12.974912,128437,11.976171,0.998741,30.95,1.23,13,5500,3.5,1.47842548378374E+017,1.23765537411413E+018,,0.002762,0.002878,0.003791,12.560802,0.002762,178085,0.027911,55.5742927253114,36.8381416545751,-1.17919639501027,1.72051640952452,133.107226562352,-115.107508419617,26.3520541552685,7.39550349614445,1.35790592235443,0.240323643070152,105.15048728838,-4.22330835850108,-143.481213135412,2.08315051817627,0.971825185423677,-156.62932628855,-79.8672984251007,390.816065627843
151402247,254.572619,33.385758,6.47,43.17,79.78,107.05,89.02,None,2.89068347309897,2.38165E-05,None,12.5,11.63,11.19,13.1,11.97,9.87,9.24,None,254.572619,33.385758,4471.6,57.97,1.069,0.095,-1.586,0.056,-163.36,7.14,254.57263708628,33.38575954289,1.31381799319809E+018,254.5726490049,0.0095,33.38573071925,0.0098,0.2091,0.0115,18.2466,6.861,2.239,0.012,-6.485,0.012,901.74,0.088,13.77,31,28,0.956,444873,144.493,11.566777,185380,148.067,12.168387,370508,10.825902,1.342485,-160.21,0.58,9,5000,3,,1.23765547289825E+018,,0.002778,0.002922,0.003819,11.566777,0.002778,444873,0.054649,55.7470065928514,37.0903099394337,-2.14718327071066,3.15320688825432,137.729580231151,-37.5643007897994,-61.7264349985738,7.40928818707835,1.1709685730709,0.480265759287821,72.4975267255738,97.6565537611182,-96.9478492920024,3.80991986720141,0.974868653680725,-139.395782042839,30.5498685182594,342.451064697998
151403099,254.381317,34.72427,19.94,58.32,99.38,145.15,133.48,None,1.77898500822537,3.60249E-05,None,12.39,11.81,11.46,12.83,12.04,10.46,10.01,None,254.381317,34.72427,4938.76,39.85,2.164,0.066,-2.303,0.038,-139.08,10.8,254.38132474372,34.72425065139,1.33872099955784E+018,254.38123368401,0.0098,34.72423500982,0.013,0.3428,0.0144,23.8521,17.203,-16.84,0.012,-3.519,0.016,743.13,0.09,11.89,31,23,1.061,352461,69.0343,11.81959,170277,103.836,12.260654,262247,11.20112,1.059534,-131.87,1.06,12,5000,4.5,1.4966254381382E+017,1.23765537465034E+018,,0.002764,0.002868,0.003797,11.81959,0.002764,352461,0.073327,57.3675529555397,37.4832779284113,-1.24827836125434,1.94944530902459,0.566951678785088,-160.483709098288,175.630197393517,7.43491867319953,1.3297057464252,0.27340393133718,0.383177263768481,-180.759593627951,-154.676006440999,2.31194727829838,1.00320995075428,-43.819633593262,-154.121440866573,424.693356456704
151409196,257.378482,35.422356,1.54,22.67,94.41,119.69,90.88,None,2.92600093975414,1.91466E-05,None,13.19,12.43,12.03,13.74,12.74,10.78,10.2,None,257.378482,35.422356,4498.95,75.56,0.937,0.119,-1.828,0.07,-210.67,5.74,257.37848448893,35.42237538035,1.33826494704751E+018,257.37843094873,0.0083,35.42236061953,0.0096,0.1974,0.0103,19.2044,10.363,-9.817,0.011,-3.321,0.012,745.98,0.077,9.518,31,30,1.113,201288,40.072,12.427823,87268.3,67.615,12.986402,163348,11.715111,1.271291,-202.4,0.73,10,5000,3,,1.23765550457173E+018,,0.002764,0.002914,0.003797,12.427823,0.002764,201288,0.07015,58.7545013598202,35.1907307950374,-2.14744884739243,3.53951314251883,38.9416956709455,-170.200287542862,177.360636976291,7.5950468879027,1.1762503049477,0.529165739351609,19.8874317015122,-183.832722840002,-166.580029983734,4.13540748178613,1.02729240008294,-119.41548837383,-127.037983899369,436.713116118754
151412074,257.126199,36.73384,1.05,9.14,30.05,34.88,29.94,None,1.60163794266884,2.63516E-05,None,12.98,12.36,12.02,13.46,12.61,10.96,10.47,None,257.126199,36.73384,5064.6,125.45,2.359,0.203,-1.272,0.12,-135.95,7.9,257.12619786148,36.73384069922,1.33867901625458E+018,257.12617913831,0.0071,36.73377261209,0.0089,0.3644,0.0088,41.5519,15.687,-3.376,0.009,-15.32,0.011,627.29,0.047,3.455,31,28,0.98,207718,37.6662,12.393682,98029.7,58.4311,12.860148,157275,11.756247,1.103902,-127.86,1.2,13,5000,3,,1.23765495374532E+018,,0.002762,0.002864,0.003799,12.393682,0.002762,207718,0.004138,60.2953718125146,35.6199961921026,-1.10541760225217,1.93763966773392,173.983688164412,-106.3391185597,8.37354564505373,7.52608720355589,1.35680389323689,0.266613265004627,138.40739202394,21.5171880373282,-148.420785891967,2.22838178662518,1.05423706748479,-195.796749870334,-56.4943067400131,404.903317808339
